,MP-ID,Comp Flatness score,Flat/not-flat,Flat segments
35503,mp-758851,0.98588115,TRUE,"[3, 4]"
35504,mp-758853,0.7646279,TRUE,[3]
35505,mp-758855,0.9799434,TRUE,"[3, 4]"
35506,mp-758857,0.5812194,FALSE,[]
35507,mp-758859,0.6300496,FALSE,[]
35508,mp-758860,0.90206003,TRUE,"[3, 4]"
35509,mp-758861,0.9884845,TRUE,"[3, 4]"
35510,mp-758863,0.8606657,TRUE,"[3, 4]"
35511,mp-758865,0.8594788,TRUE,"[3, 4]"
35512,mp-758866,0.9638684,TRUE,"[3, 4]"
35513,mp-758867,0.8408068,TRUE,[2]
35514,mp-758868,0.98427814,TRUE,"[3, 4]"
35515,mp-758871,0.8553204,TRUE,[4]
35516,mp-758872,0.830864,TRUE,[3]
35517,mp-758873,0.9766068,TRUE,"[3, 4]"
35518,mp-758875,0.7817133,TRUE,[4]
35519,mp-758876,0.7533853,TRUE,[4]
35520,mp-758877,0.98307544,TRUE,[4]
35521,mp-758879,0.41593075,FALSE,[]
35522,mp-758880,0.9886754,TRUE,"[2, 3, 4]"
35523,mp-758885,0.9872747,TRUE,"[1, 2, 3, 4]"
35524,mp-758886,0.99134105,TRUE,"[1, 2, 3, 4]"
35525,mp-758890,0.9257888,TRUE,[3]
35526,mp-758891,0.91869336,TRUE,"[3, 4]"
35527,mp-758893,0.824339,TRUE,[4]
35528,mp-758896,0.9843295,TRUE,"[1, 3, 4]"
35529,mp-758898,0.9866585,TRUE,"[1, 3, 4]"
35530,mp-758901,0.89732444,TRUE,[4]
35531,mp-758903,0.76561284,TRUE,[4]
35532,mp-758907,0.94363433,TRUE,[4]
35533,mp-758910,0.9292662,TRUE,"[3, 4]"
35534,mp-758912,0.8749538,TRUE,"[3, 4]"
35535,mp-758913,0.97989845,TRUE,"[1, 3, 4]"
35536,mp-758914,0.907595,TRUE,"[3, 4]"
35537,mp-758916,0.9645685,TRUE,"[3, 4]"
35538,mp-758917,0.9791554,TRUE,"[1, 2, 3, 4]"
35539,mp-758921,0.950141,TRUE,"[3, 4]"
35540,mp-758925,0.115053736,FALSE,[]
35541,mp-758926,0.70205635,FALSE,[]
35542,mp-758927,0.88832897,TRUE,"[2, 4]"
35543,mp-758928,0.9884715,TRUE,[3]
35544,mp-758929,0.9583403,TRUE,[4]
35545,mp-758931,0.63234955,FALSE,[]
35546,mp-758932,0.855822,TRUE,[1]
35547,mp-758933,0.462124,FALSE,[]
35548,mp-758934,0.99035645,TRUE,"[1, 2, 3, 4]"
35549,mp-758939,0.9788059,TRUE,"[3, 4]"
35550,mp-758940,0.98656493,TRUE,[4]
35551,mp-758941,0.7898587,TRUE,[3]
35552,mp-758942,0.9434511,TRUE,"[3, 4]"
35553,mp-758943,0.97655517,TRUE,"[1, 2, 3]"
35554,mp-758944,0.9829389,TRUE,"[3, 4]"
35555,mp-758945,0.9852214,TRUE,"[2, 3, 4]"
35556,mp-758946,0.6124479,FALSE,[]
35557,mp-758947,0.944259,TRUE,[4]
35558,mp-758948,0.82610255,TRUE,[3]
35559,mp-758949,0.80596066,TRUE,[3]
35560,mp-758950,0.7146716,FALSE,[]
35561,mp-758951,0.74115473,FALSE,[]
35562,mp-758953,0.9690818,TRUE,"[3, 4]"
35563,mp-758954,0.10322997,FALSE,[]
35564,mp-758960,0.9344807,TRUE,"[3, 4]"
35565,mp-758961,0.96380085,TRUE,"[3, 4]"
35566,mp-758963,0.5989314,FALSE,[]
35567,mp-758964,0.9502884,TRUE,"[3, 4]"
35568,mp-758965,0.98282486,TRUE,"[3, 4]"
35569,mp-758967,0.73863816,FALSE,[]
35570,mp-758968,0.97626895,TRUE,"[3, 4]"
35571,mp-758971,0.98782635,TRUE,"[3, 4]"
35572,mp-758972,0.91356343,TRUE,"[1, 4]"
35573,mp-758974,0.8403799,TRUE,"[3, 4]"
35574,mp-758977,0.8578598,TRUE,[4]
35575,mp-758984,0.9539799,TRUE,"[3, 4]"
35576,mp-758988,0.8767592,TRUE,"[3, 4]"
35577,mp-758989,0.8442022,TRUE,[3]
35578,mp-758991,0.9848791,TRUE,"[3, 4]"
35579,mp-758993,0.88752943,TRUE,[3]
35580,mp-758996,0.9800834,TRUE,"[3, 4]"
35581,mp-758997,0.9652007,TRUE,"[3, 4]"
35582,mp-759000,0.9852194,TRUE,"[3, 4]"
35583,mp-759002,0.9880999,TRUE,"[2, 3, 4]"
35584,mp-759013,0.9622615,TRUE,"[3, 4]"
35585,mp-759015,0.9363349,TRUE,"[3, 4]"
35586,mp-759018,0.98984903,TRUE,"[3, 4]"
35587,mp-759020,0.9804701,TRUE,"[3, 4]"
35588,mp-759021,0.92089504,TRUE,"[1, 3, 4]"
35589,mp-759028,0.7708741,FALSE,[]
35590,mp-759030,0.9647644,TRUE,"[3, 4]"
35591,mp-759031,0.9861644,TRUE,"[3, 4]"
